dept_time,Total_Fare,Airways,Available,Duration,days_till_flight,dep_day_of_week,futuredays,prediction_day_of_week,current_day_of_week,price
1,4906,1,1,180,43,7,27,5,6,5973
1,4906,1,1,180,42,7,26,5,7,5973
1,4636,1,1,180,41,7,25,5,1,5973
1,4906,1,2,180,39,7,23,5,3,5973
1,4906,1,2,180,38,7,22,5,4,5973
1,3981,1,1,180,34,7,18,5,1,5973
1,4636,1,3,180,30,7,14,5,5,5973
1,4906,1,1,180,29,7,13,5,6,5973
1,4636,1,1,180,28,7,12,5,7,5973
1,5743,1,1,180,24,7,11,1,4,8860
1,5217,1,1,180,23,7,10,1,5,8860
1,5617,1,1,180,21,7,8,1,7,8860
1,5617,1,1,180,20,7,7,1,1,8860
1,5973,1,2,180,16,7,3,1,5,8860
1,4906,1,1,180,43,7,30,1,6,8860
1,4906,1,1,180,42,7,29,1,7,8860
1,4636,1,1,180,41,7,28,1,1,8860
1,4906,1,2,180,39,7,26,1,3,8860
1,4906,1,2,180,38,7,25,1,4,8860
1,3981,1,1,180,34,7,21,1,1,8860
1,4636,1,3,180,30,7,17,1,5,8860
1,4906,1,1,180,29,7,16,1,6,8860
1,4636,1,1,180,28,7,15,1,7,8860
1,4906,1,1,180,43,7,1,7,6,4906
1,4906,1,1,180,43,7,2,1,6,4636
1,4906,1,1,180,42,7,1,1,7,4636
1,4906,1,1,180,43,7,4,3,6,4906
1,4906,1,1,180,42,7,3,3,7,4906
1,4636,1,1,180,41,7,2,3,1,4906
1,4906,1,1,180,43,7,5,4,6,4906
1,4906,1,1,180,42,7,4,4,7,4906
1,4636,1,1,180,41,7,3,4,1,4906
1,4906,1,2,180,39,7,1,4,3,4906
1,4906,1,1,180,43,7,9,1,6,3981
1,4906,1,1,180,42,7,8,1,7,3981
1,4636,1,1,180,41,7,7,1,1,3981
1,4906,1,2,180,39,7,5,1,3,3981
1,4906,1,2,180,38,7,4,1,4,3981
1,4906,1,1,180,43,7,13,5,6,4636
1,4906,1,1,180,42,7,12,5,7,4636
1,4636,1,1,180,41,7,11,5,1,4636
1,4906,1,2,180,39,7,9,5,3,4636
1,4906,1,2,180,38,7,8,5,4,4636
1,3981,1,1,180,34,7,4,5,1,4636
1,4906,1,1,180,43,7,14,6,6,4906
1,4906,1,1,180,42,7,13,6,7,4906
1,4636,1,1,180,41,7,12,6,1,4906
1,4906,1,2,180,39,7,10,6,3,4906
1,4906,1,2,180,38,7,9,6,4,4906
1,3981,1,1,180,34,7,5,6,1,4906
1,4636,1,3,180,30,7,1,6,5,4906
1,4906,1,1,180,43,7,15,7,6,4636
1,4906,1,1,180,42,7,14,7,7,4636
1,4636,1,1,180,41,7,13,7,1,4636
1,4906,1,2,180,39,7,11,7,3,4636
1,4906,1,2,180,38,7,10,7,4,4636
1,3981,1,1,180,34,7,6,7,1,4636
1,4636,1,3,180,30,7,2,7,5,4636
1,4906,1,1,180,29,7,1,7,6,4636
1,8020,1,15,180,44,1,19,4,6,7058
1,8020,1,15,180,43,1,18,4,7,7058
1,8860,1,9,180,42,1,17,4,1,7058
1,8860,1,16,180,40,1,15,4,3,7058
1,8860,1,11,180,39,1,14,4,4,7058
1,8860,1,9,180,35,1,10,4,1,7058
1,10324,1,18,180,31,1,6,4,5,7058
1,8860,1,1,180,30,1,5,4,6,7058
1,8860,1,3,180,29,1,4,4,7,7058
1,7058,1,1,180,25,1,1,5,4,8020
1,8020,1,15,180,44,1,20,5,6,8020
1,8020,1,15,180,43,1,19,5,7,8020
1,8860,1,9,180,42,1,18,5,1,8020
1,8860,1,16,180,40,1,16,5,3,8020
1,8860,1,11,180,39,1,15,5,4,8020
1,8860,1,9,180,35,1,11,5,1,8020
1,10324,1,18,180,31,1,7,5,5,8020
1,8860,1,1,180,30,1,6,5,6,8020
1,8860,1,3,180,29,1,5,5,7,8020
1,7058,1,1,180,25,1,3,7,4,10324
1,8020,1,4,180,24,1,2,7,5,10324
1,8020,1,15,180,44,1,22,7,6,10324
1,8020,1,15,180,43,1,21,7,7,10324
1,8860,1,9,180,42,1,20,7,1,10324
1,8860,1,16,180,40,1,18,7,3,10324
1,8860,1,11,180,39,1,17,7,4,10324
1,8860,1,9,180,35,1,13,7,1,10324
1,10324,1,18,180,31,1,9,7,5,10324
1,8860,1,1,180,30,1,8,7,6,10324
1,8860,1,3,180,29,1,7,7,7,10324
1,7058,1,1,180,25,1,4,1,4,10324
1,8020,1,4,180,24,1,3,1,5,10324
1,10324,1,7,180,22,1,1,1,7,10324
1,8020,1,15,180,44,1,23,1,6,10324
1,8020,1,15,180,43,1,22,1,7,10324
1,8860,1,9,180,42,1,21,1,1,10324
1,8860,1,16,180,40,1,19,1,3,10324
1,8860,1,11,180,39,1,18,1,4,10324
1,8860,1,9,180,35,1,14,1,1,10324
1,10324,1,18,180,31,1,10,1,5,10324
1,8860,1,1,180,30,1,9,1,6,10324
1,8860,1,3,180,29,1,8,1,7,10324
1,7058,1,1,180,25,1,8,5,4,10324
1,8020,1,4,180,24,1,7,5,5,10324
1,10324,1,7,180,22,1,5,5,7,10324
1,10324,1,8,180,21,1,4,5,1,10324
1,8020,1,15,180,44,1,27,5,6,10324
1,8020,1,15,180,43,1,26,5,7,10324
1,8860,1,9,180,42,1,25,5,1,10324
1,8860,1,16,180,40,1,23,5,3,10324
1,8860,1,11,180,39,1,22,5,4,10324
1,8860,1,9,180,35,1,18,5,1,10324
1,10324,1,18,180,31,1,14,5,5,10324
1,8860,1,1,180,30,1,13,5,6,10324
1,8860,1,3,180,29,1,12,5,7,10324
1,7058,1,1,180,25,1,11,1,4,11010
1,8020,1,4,180,24,1,10,1,5,11010
1,10324,1,7,180,22,1,8,1,7,11010
1,10324,1,8,180,21,1,7,1,1,11010
1,10324,1,3,180,17,1,3,1,5,11010
1,8020,1,15,180,44,1,30,1,6,11010
1,8020,1,15,180,43,1,29,1,7,11010
1,8860,1,9,180,42,1,28,1,1,11010
1,8860,1,16,180,40,1,26,1,3,11010
1,8860,1,11,180,39,1,25,1,4,11010
1,8860,1,9,180,35,1,21,1,1,11010
1,10324,1,18,180,31,1,17,1,5,11010
1,8860,1,1,180,30,1,16,1,6,11010
1,8860,1,3,180,29,1,15,1,7,11010
1,8020,1,15,180,44,1,1,7,6,8020
1,8020,1,15,180,44,1,2,1,6,8860
1,8020,1,15,180,43,1,1,1,7,8860
1,8020,1,15,180,44,1,4,3,6,8860
1,8020,1,15,180,43,1,3,3,7,8860
1,8860,1,9,180,42,1,2,3,1,8860
1,8020,1,15,180,44,1,5,4,6,8860
1,8020,1,15,180,43,1,4,4,7,8860
1,8860,1,9,180,42,1,3,4,1,8860
1,8860,1,16,180,40,1,1,4,3,8860
1,8020,1,15,180,44,1,9,1,6,8860
1,8020,1,15,180,43,1,8,1,7,8860
1,8860,1,9,180,42,1,7,1,1,8860
1,8860,1,16,180,40,1,5,1,3,8860
1,8860,1,11,180,39,1,4,1,4,8860
1,8020,1,15,180,44,1,13,5,6,10324
1,8020,1,15,180,43,1,12,5,7,10324
1,8860,1,9,180,42,1,11,5,1,10324
1,8860,1,16,180,40,1,9,5,3,10324
1,8860,1,11,180,39,1,8,5,4,10324
1,8860,1,9,180,35,1,4,5,1,10324
1,8020,1,15,180,44,1,14,6,6,8860
1,8020,1,15,180,43,1,13,6,7,8860
1,8860,1,9,180,42,1,12,6,1,8860
1,8860,1,16,180,40,1,10,6,3,8860
1,8860,1,11,180,39,1,9,6,4,8860
1,8860,1,9,180,35,1,5,6,1,8860
1,10324,1,18,180,31,1,1,6,5,8860
1,8020,1,15,180,44,1,15,7,6,8860
1,8020,1,15,180,43,1,14,7,7,8860
1,8860,1,9,180,42,1,13,7,1,8860
1,8860,1,16,180,40,1,11,7,3,8860
1,8860,1,11,180,39,1,10,7,4,8860
1,8860,1,9,180,35,1,6,7,1,8860
1,10324,1,18,180,31,1,2,7,5,8860
1,8860,1,1,180,30,1,1,7,6,8860
1,4502,1,2,180,45,2,19,4,6,6540
1,4502,1,1,180,44,2,18,4,7,6540
1,4502,1,2,180,41,2,15,4,3,6540
1,5256,1,1,180,40,2,14,4,4,6540
1,4953,1,3,180,36,2,10,4,1,6540
1,5662,1,2,180,31,2,5,4,6,6540
1,7076,1,3,180,30,2,4,4,7,6540
1,6540,1,5,180,26,2,1,5,4,8282
1,4502,1,2,180,45,2,20,5,6,8282
1,4502,1,1,180,44,2,19,5,7,8282
1,4502,1,2,180,41,2,16,5,3,8282
1,5256,1,1,180,40,2,15,5,4,8282
1,4953,1,3,180,36,2,11,5,1,8282
1,5662,1,2,180,31,2,6,5,6,8282
1,7076,1,3,180,30,2,5,5,7,8282
1,6540,1,5,180,26,2,3,7,4,6540
1,8282,1,7,180,25,2,2,7,5,6540
1,4502,1,2,180,45,2,22,7,6,6540
1,4502,1,1,180,44,2,21,7,7,6540
1,4502,1,2,180,41,2,18,7,3,6540
1,5256,1,1,180,40,2,17,7,4,6540
1,4953,1,3,180,36,2,13,7,1,6540
1,5662,1,2,180,31,2,8,7,6,6540
1,7076,1,3,180,30,2,7,7,7,6540
1,6540,1,5,180,26,2,4,1,4,9529
1,8282,1,7,180,25,2,3,1,5,9529
1,6540,1,1,180,23,2,1,1,7,9529
1,4502,1,2,180,45,2,23,1,6,9529
1,4502,1,1,180,44,2,22,1,7,9529
1,4502,1,2,180,41,2,19,1,3,9529
1,5256,1,1,180,40,2,18,1,4,9529
1,4953,1,3,180,36,2,14,1,1,9529
1,5662,1,2,180,31,2,9,1,6,9529
1,7076,1,3,180,30,2,8,1,7,9529
1,6540,1,5,180,26,2,8,5,4,8651
1,8282,1,7,180,25,2,7,5,5,8651
1,6540,1,1,180,23,2,5,5,7,8651
1,9529,1,24,180,22,2,4,5,1,8651
1,4502,1,2,180,45,2,27,5,6,8651
1,4502,1,1,180,44,2,26,5,7,8651
1,4502,1,2,180,41,2,23,5,3,8651
1,5256,1,1,180,40,2,22,5,4,8651
1,4953,1,3,180,36,2,18,5,1,8651
1,5662,1,2,180,31,2,13,5,6,8651
1,7076,1,3,180,30,2,12,5,7,8651
1,6540,1,5,180,26,2,11,1,4,11414
1,8282,1,7,180,25,2,10,1,5,11414
1,6540,1,1,180,23,2,8,1,7,11414
1,9529,1,24,180,22,2,7,1,1,11414
1,8651,1,1,180,18,2,3,1,5,11414
1,4502,1,2,180,45,2,30,1,6,11414
1,4502,1,1,180,44,2,29,1,7,11414
1,4502,1,2,180,41,2,26,1,3,11414
1,5256,1,1,180,40,2,25,1,4,11414
1,4953,1,3,180,36,2,21,1,1,11414
1,5662,1,2,180,31,2,16,1,6,11414
1,7076,1,3,180,30,2,15,1,7,11414
1,4502,1,2,180,45,2,1,7,6,4502
1,4502,1,2,180,45,2,4,3,6,4502
1,4502,1,1,180,44,2,3,3,7,4502
1,4502,1,2,180,45,2,5,4,6,5256
1,4502,1,1,180,44,2,4,4,7,5256
1,4502,1,2,180,41,2,1,4,3,5256
1,4502,1,2,180,45,2,9,1,6,4953
1,4502,1,1,180,44,2,8,1,7,4953
1,4502,1,2,180,41,2,5,1,3,4953
1,5256,1,1,180,40,2,4,1,4,4953
1,4502,1,2,180,45,2,14,6,6,5662
1,4502,1,1,180,44,2,13,6,7,5662
1,4502,1,2,180,41,2,10,6,3,5662
1,5256,1,1,180,40,2,9,6,4,5662
1,4953,1,3,180,36,2,5,6,1,5662
1,4502,1,2,180,45,2,15,7,6,7076
1,4502,1,1,180,44,2,14,7,7,7076
1,4502,1,2,180,41,2,11,7,3,7076
1,5256,1,1,180,40,2,10,7,4,7076
1,4953,1,3,180,36,2,6,7,1,7076
1,5662,1,2,180,31,2,1,7,6,7076
1,7076,1,1,180,46,3,19,4,6,6025
1,7076,1,1,180,45,3,18,4,7,6025
1,6341,1,1,180,42,3,15,4,3,6025
1,7076,1,3,180,41,3,14,4,4,6025
1,6025,1,2,180,37,3,10,4,1,6025
1,6025,1,1,180,32,3,5,4,6,6025
1,5662,1,1,180,31,3,4,4,7,6025
1,6025,1,1,180,27,3,1,5,4,7076
1,7076,1,1,180,46,3,20,5,6,7076
1,7076,1,1,180,45,3,19,5,7,7076
1,6341,1,1,180,42,3,16,5,3,7076
1,7076,1,3,180,41,3,15,5,4,7076
1,6025,1,2,180,37,3,11,5,1,7076
1,6025,1,1,180,32,3,6,5,6,7076
1,5662,1,1,180,31,3,5,5,7,7076
1,6025,1,1,180,27,3,3,7,4,7076
1,7076,1,6,180,26,3,2,7,5,7076
1,7076,1,1,180,46,3,22,7,6,7076
1,7076,1,1,180,45,3,21,7,7,7076
1,6341,1,1,180,42,3,18,7,3,7076
1,7076,1,3,180,41,3,17,7,4,7076
1,6025,1,2,180,37,3,13,7,1,7076
1,6025,1,1,180,32,3,8,7,6,7076
1,5662,1,1,180,31,3,7,7,7,7076
1,6025,1,1,180,27,3,4,1,4,8282
1,7076,1,6,180,26,3,3,1,5,8282
1,7076,1,4,180,24,3,1,1,7,8282
1,7076,1,1,180,46,3,23,1,6,8282
1,7076,1,1,180,45,3,22,1,7,8282
1,6341,1,1,180,42,3,19,1,3,8282
1,7076,1,3,180,41,3,18,1,4,8282
1,6025,1,2,180,37,3,14,1,1,8282
1,6025,1,1,180,32,3,9,1,6,8282
1,5662,1,1,180,31,3,8,1,7,8282
1,6025,1,1,180,27,3,8,5,4,7076
1,7076,1,6,180,26,3,7,5,5,7076
1,7076,1,4,180,24,3,5,5,7,7076
1,8282,1,6,180,23,3,4,5,1,7076
1,7076,1,1,180,46,3,27,5,6,7076
1,7076,1,1,180,45,3,26,5,7,7076
1,6341,1,1,180,42,3,23,5,3,7076
1,7076,1,3,180,41,3,22,5,4,7076
1,6025,1,2,180,37,3,18,5,1,7076
1,6025,1,1,180,32,3,13,5,6,7076
1,5662,1,1,180,31,3,12,5,7,7076
1,6025,1,1,180,27,3,11,1,4,8282
1,7076,1,6,180,26,3,10,1,5,8282
1,7076,1,4,180,24,3,8,1,7,8282
1,8282,1,6,180,23,3,7,1,1,8282
1,7076,1,3,180,19,3,3,1,5,8282
1,7076,1,1,180,46,3,30,1,6,8282
1,7076,1,1,180,45,3,29,1,7,8282
1,6341,1,1,180,42,3,26,1,3,8282
1,7076,1,3,180,41,3,25,1,4,8282
1,6025,1,2,180,37,3,21,1,1,8282
1,6025,1,1,180,32,3,16,1,6,8282
1,5662,1,1,180,31,3,15,1,7,8282
1,7076,1,1,180,46,3,1,7,6,7076
1,7076,1,1,180,46,3,4,3,6,6341
1,7076,1,1,180,45,3,3,3,7,6341
1,7076,1,1,180,46,3,5,4,6,7076
1,7076,1,1,180,45,3,4,4,7,7076
1,6341,1,1,180,42,3,1,4,3,7076
1,7076,1,1,180,46,3,9,1,6,6025
1,7076,1,1,180,45,3,8,1,7,6025
1,6341,1,1,180,42,3,5,1,3,6025
1,7076,1,3,180,41,3,4,1,4,6025
1,7076,1,1,180,46,3,14,6,6,6025
1,7076,1,1,180,45,3,13,6,7,6025
1,6341,1,1,180,42,3,10,6,3,6025
1,7076,1,3,180,41,3,9,6,4,6025
1,6025,1,2,180,37,3,5,6,1,6025
1,7076,1,1,180,46,3,15,7,6,5662
1,7076,1,1,180,45,3,14,7,7,5662
1,6341,1,1,180,42,3,11,7,3,5662
1,7076,1,3,180,41,3,10,7,4,5662
1,6025,1,2,180,37,3,6,7,1,5662
1,6025,1,1,180,32,3,1,7,6,5662
1,6341,1,2,180,47,4,19,4,6,6341
1,8282,1,15,180,46,4,18,4,7,6341
1,7076,1,1,180,43,4,15,4,3,6341
1,6540,1,1,180,42,4,14,4,4,6341
1,5662,1,1,180,38,4,10,4,1,6341
1,5662,1,1,180,33,4,5,4,6,6341
1,5256,1,2,180,32,4,4,4,7,6341
1,6341,1,1,180,28,4,3,7,4,7076
1,6341,1,2,180,47,4,22,7,6,7076
1,8282,1,15,180,46,4,21,7,7,7076
1,7076,1,1,180,43,4,18,7,3,7076
1,6540,1,1,180,42,4,17,7,4,7076
1,5662,1,1,180,38,4,13,7,1,7076
1,5662,1,1,180,33,4,8,7,6,7076
1,5256,1,2,180,32,4,7,7,7,7076
1,6341,1,1,180,28,4,4,1,4,7076
1,7076,1,3,180,25,4,1,1,7,7076
1,6341,1,2,180,47,4,23,1,6,7076
1,8282,1,15,180,46,4,22,1,7,7076
1,7076,1,1,180,43,4,19,1,3,7076
1,6540,1,1,180,42,4,18,1,4,7076
1,5662,1,1,180,38,4,14,1,1,7076
1,5662,1,1,180,33,4,9,1,6,7076
1,5256,1,2,180,32,4,8,1,7,7076
1,6341,1,1,180,28,4,8,5,4,6341
1,7076,1,3,180,25,4,5,5,7,6341
1,7076,1,2,180,24,4,4,5,1,6341
1,6341,1,2,180,47,4,27,5,6,6341
1,8282,1,15,180,46,4,26,5,7,6341
1,7076,1,1,180,43,4,23,5,3,6341
1,6540,1,1,180,42,4,22,5,4,6341
1,5662,1,1,180,38,4,18,5,1,6341
1,5662,1,1,180,33,4,13,5,6,6341
1,5256,1,2,180,32,4,12,5,7,6341
1,6341,1,1,180,28,4,11,1,4,8282
1,7076,1,3,180,25,4,8,1,7,8282
1,7076,1,2,180,24,4,7,1,1,8282
1,6341,1,2,180,20,4,3,1,5,8282
1,6341,1,2,180,47,4,30,1,6,8282
1,8282,1,15,180,46,4,29,1,7,8282
1,7076,1,1,180,43,4,26,1,3,8282
1,6540,1,1,180,42,4,25,1,4,8282
1,5662,1,1,180,38,4,21,1,1,8282
1,5662,1,1,180,33,4,16,1,6,8282
1,5256,1,2,180,32,4,15,1,7,8282
1,6341,1,2,180,47,4,1,7,6,8282
1,6341,1,2,180,47,4,4,3,6,7076
1,8282,1,15,180,46,4,3,3,7,7076
1,6341,1,2,180,47,4,5,4,6,6540
1,8282,1,15,180,46,4,4,4,7,6540
1,7076,1,1,180,43,4,1,4,3,6540
1,6341,1,2,180,47,4,9,1,6,5662
1,8282,1,15,180,46,4,8,1,7,5662
1,7076,1,1,180,43,4,5,1,3,5662
1,6540,1,1,180,42,4,4,1,4,5662
1,6341,1,2,180,47,4,14,6,6,5662
1,8282,1,15,180,46,4,13,6,7,5662
1,7076,1,1,180,43,4,10,6,3,5662
1,6540,1,1,180,42,4,9,6,4,5662
1,5662,1,1,180,38,4,5,6,1,5662
1,6341,1,2,180,47,4,15,7,6,5256
1,8282,1,15,180,46,4,14,7,7,5256
1,7076,1,1,180,43,4,11,7,3,5256
1,6540,1,1,180,42,4,10,7,4,5256
1,5662,1,1,180,38,4,6,7,1,5256
1,5662,1,1,180,33,4,1,7,6,5256
1,7076,1,1,180,48,5,19,4,6,7076
1,7076,1,1,180,47,5,18,4,7,7076
1,7076,1,4,180,43,5,14,4,4,7076
1,6025,1,2,180,39,5,10,4,1,7076
1,6341,1,1,180,33,5,4,4,7,7076
1,7076,1,4,180,29,5,1,5,4,6341
1,7076,1,1,180,48,5,20,5,6,6341
1,7076,1,1,180,47,5,19,5,7,6341
1,7076,1,4,180,43,5,15,5,4,6341
1,6025,1,2,180,39,5,11,5,1,6341
1,6341,1,1,180,33,5,5,5,7,6341
1,7076,1,4,180,29,5,3,7,4,7076
1,6341,1,2,180,28,5,2,7,5,7076
1,7076,1,1,180,48,5,22,7,6,7076
1,7076,1,1,180,47,5,21,7,7,7076
1,7076,1,4,180,43,5,17,7,4,7076
1,6025,1,2,180,39,5,13,7,1,7076
1,6341,1,1,180,33,5,7,7,7,7076
1,7076,1,4,180,29,5,8,5,4,8282
1,6341,1,2,180,28,5,7,5,5,8282
1,7076,1,3,180,26,5,5,5,7,8282
1,7076,1,1,180,48,5,27,5,6,8282
1,7076,1,1,180,47,5,26,5,7,8282
1,7076,1,4,180,43,5,22,5,4,8282
1,6025,1,2,180,39,5,18,5,1,8282
1,6341,1,1,180,33,5,12,5,7,8282
1,7076,1,4,180,29,5,11,1,4,8282
1,6341,1,2,180,28,5,10,1,5,8282
1,7076,1,3,180,26,5,8,1,7,8282
1,8282,1,2,180,21,5,3,1,5,8282
1,7076,1,1,180,48,5,30,1,6,8282
1,7076,1,1,180,47,5,29,1,7,8282
1,7076,1,4,180,43,5,25,1,4,8282
1,6025,1,2,180,39,5,21,1,1,8282
1,6341,1,1,180,33,5,15,1,7,8282
1,7076,1,1,180,48,5,1,7,6,7076
1,7076,1,1,180,48,5,5,4,6,7076
1,7076,1,1,180,47,5,4,4,7,7076
1,7076,1,1,180,48,5,9,1,6,6025
1,7076,1,1,180,47,5,8,1,7,6025
1,7076,1,4,180,43,5,4,1,4,6025
1,7076,1,1,180,48,5,15,7,6,6341
1,7076,1,1,180,47,5,14,7,7,6341
1,7076,1,4,180,43,5,10,7,4,6341
1,6025,1,2,180,39,5,6,7,1,6341
1,5662,1,3,180,49,6,19,4,6,6341
1,5662,1,3,180,48,6,18,4,7,6341
1,5662,1,3,180,44,6,14,4,4,6341
1,5662,1,3,180,40,6,10,4,1,6341
1,6341,1,1,180,35,6,5,4,6,6341
1,6025,1,2,180,34,6,4,4,7,6341
1,6341,1,1,180,30,6,1,5,4,6341
1,5662,1,3,180,49,6,20,5,6,6341
1,5662,1,3,180,48,6,19,5,7,6341
1,5662,1,3,180,44,6,15,5,4,6341
1,5662,1,3,180,40,6,11,5,1,6341
1,6341,1,1,180,35,6,6,5,6,6341
1,6025,1,2,180,34,6,5,5,7,6341
1,6341,1,1,180,30,6,3,7,4,8282
1,6341,1,2,180,29,6,2,7,5,8282
1,5662,1,3,180,49,6,22,7,6,8282
1,5662,1,3,180,48,6,21,7,7,8282
1,5662,1,3,180,44,6,17,7,4,8282
1,5662,1,3,180,40,6,13,7,1,8282
1,6341,1,1,180,35,6,8,7,6,8282
1,6025,1,2,180,34,6,7,7,7,8282
1,6341,1,1,180,30,6,4,1,4,8282
1,6341,1,2,180,29,6,3,1,5,8282
1,8282,1,3,180,27,6,1,1,7,8282
1,5662,1,3,180,49,6,23,1,6,8282
1,5662,1,3,180,48,6,22,1,7,8282
1,5662,1,3,180,44,6,18,1,4,8282
1,5662,1,3,180,40,6,14,1,1,8282
1,6341,1,1,180,35,6,9,1,6,8282
1,6025,1,2,180,34,6,8,1,7,8282
1,6341,1,1,180,30,6,8,5,4,8651
1,6341,1,2,180,29,6,7,5,5,8651
1,8282,1,3,180,27,6,5,5,7,8651
1,8282,1,5,180,26,6,4,5,1,8651
1,5662,1,3,180,49,6,27,5,6,8651
1,5662,1,3,180,48,6,26,5,7,8651
1,5662,1,3,180,44,6,22,5,4,8651
1,5662,1,3,180,40,6,18,5,1,8651
1,6341,1,1,180,35,6,13,5,6,8651
1,6025,1,2,180,34,6,12,5,7,8651
1,6341,1,1,180,30,6,11,1,4,11414
1,6341,1,2,180,29,6,10,1,5,11414
1,8282,1,3,180,27,6,8,1,7,11414
1,8282,1,5,180,26,6,7,1,1,11414
1,8651,1,1,180,22,6,3,1,5,11414
1,5662,1,3,180,49,6,30,1,6,11414
1,5662,1,3,180,48,6,29,1,7,11414
1,5662,1,3,180,44,6,25,1,4,11414
1,5662,1,3,180,40,6,21,1,1,11414
1,6341,1,1,180,35,6,16,1,6,11414
1,6025,1,2,180,34,6,15,1,7,11414
1,5662,1,3,180,49,6,1,7,6,5662
1,5662,1,3,180,49,6,5,4,6,5662
1,5662,1,3,180,48,6,4,4,7,5662
1,5662,1,3,180,49,6,9,1,6,5662
1,5662,1,3,180,48,6,8,1,7,5662
1,5662,1,3,180,44,6,4,1,4,5662
1,5662,1,3,180,49,6,14,6,6,6341
1,5662,1,3,180,48,6,13,6,7,6341
1,5662,1,3,180,44,6,9,6,4,6341
1,5662,1,3,180,40,6,5,6,1,6341
1,5662,1,3,180,49,6,15,7,6,6025
1,5662,1,3,180,48,6,14,7,7,6025
1,5662,1,3,180,44,6,10,7,4,6025
1,5662,1,3,180,40,6,6,7,1,6025
1,6341,1,1,180,35,6,1,7,6,6025
1,6025,1,2,180,50,7,19,4,6,6341
1,6025,1,1,180,49,7,18,4,7,6341
1,5256,1,1,180,45,7,14,4,4,6341
1,4953,1,3,180,41,7,10,4,1,6341
1,4953,1,2,180,36,7,5,4,6,6341
1,4953,1,1,180,35,7,4,4,7,6341
1,6341,1,1,180,31,7,3,7,4,6540
1,6025,1,2,180,50,7,22,7,6,6540
1,6025,1,1,180,49,7,21,7,7,6540
1,5256,1,1,180,45,7,17,7,4,6540
1,4953,1,3,180,41,7,13,7,1,6540
1,4953,1,2,180,36,7,8,7,6,6540
1,4953,1,1,180,35,7,7,7,7,6540
1,6341,1,1,180,31,7,4,1,4,7076
1,6540,1,1,180,28,7,1,1,7,7076
1,6025,1,2,180,50,7,23,1,6,7076
1,6025,1,1,180,49,7,22,1,7,7076
1,5256,1,1,180,45,7,18,1,4,7076
1,4953,1,3,180,41,7,14,1,1,7076
1,4953,1,2,180,36,7,9,1,6,7076
1,4953,1,1,180,35,7,8,1,7,7076
1,6341,1,1,180,31,7,8,5,4,8651
1,6540,1,1,180,28,7,5,5,7,8651
1,7076,1,2,180,27,7,4,5,1,8651
1,6025,1,2,180,50,7,27,5,6,8651
1,6025,1,1,180,49,7,26,5,7,8651
1,5256,1,1,180,45,7,22,5,4,8651
1,4953,1,3,180,41,7,18,5,1,8651
1,4953,1,2,180,36,7,13,5,6,8651
1,4953,1,1,180,35,7,12,5,7,8651
1,6341,1,1,180,31,7,11,1,4,9529
1,6540,1,1,180,28,7,8,1,7,9529
1,7076,1,2,180,27,7,7,1,1,9529
1,8651,1,1,180,23,7,3,1,5,9529
1,6025,1,2,180,50,7,30,1,6,9529
1,6025,1,1,180,49,7,29,1,7,9529
1,5256,1,1,180,45,7,25,1,4,9529
1,4953,1,3,180,41,7,21,1,1,9529
1,4953,1,2,180,36,7,16,1,6,9529
1,4953,1,1,180,35,7,15,1,7,9529
1,6025,1,2,180,50,7,1,7,6,6025
1,6025,1,2,180,50,7,5,4,6,5256
1,6025,1,1,180,49,7,4,4,7,5256
1,6025,1,2,180,50,7,9,1,6,4953
1,6025,1,1,180,49,7,8,1,7,4953
1,5256,1,1,180,45,7,4,1,4,4953
1,6025,1,2,180,50,7,14,6,6,4953
1,6025,1,1,180,49,7,13,6,7,4953
1,5256,1,1,180,45,7,9,6,4,4953
1,4953,1,3,180,41,7,5,6,1,4953
1,6025,1,2,180,50,7,15,7,6,4953
1,6025,1,1,180,49,7,14,7,7,4953
1,5256,1,1,180,45,7,10,7,4,4953
1,4953,1,3,180,41,7,6,7,1,4953
1,4953,1,2,180,36,7,1,7,6,4953
1,5256,1,1,180,51,1,19,4,6,4953
1,5256,1,1,180,50,1,18,4,7,4953
1,4502,1,3,180,46,1,14,4,4,4953
1,4953,1,3,180,42,1,10,4,1,4953
1,4502,1,5,180,37,1,5,4,6,4953
1,4502,1,3,180,36,1,4,4,7,4953
1,4953,1,2,180,32,1,1,5,4,5256
1,5256,1,1,180,51,1,20,5,6,5256
1,5256,1,1,180,50,1,19,5,7,5256
1,4502,1,3,180,46,1,15,5,4,5256
1,4953,1,3,180,42,1,11,5,1,5256
1,4502,1,5,180,37,1,6,5,6,5256
1,4502,1,3,180,36,1,5,5,7,5256
1,4953,1,2,180,32,1,3,7,4,6341
1,5256,1,1,180,31,1,2,7,5,6341
1,5256,1,1,180,51,1,22,7,6,6341
1,5256,1,1,180,50,1,21,7,7,6341
1,4502,1,3,180,46,1,17,7,4,6341
1,4953,1,3,180,42,1,13,7,1,6341
1,4502,1,5,180,37,1,8,7,6,6341
1,4502,1,3,180,36,1,7,7,7,6341
1,4953,1,2,180,32,1,4,1,4,6540
1,5256,1,1,180,31,1,3,1,5,6540
1,6341,1,1,180,29,1,1,1,7,6540
1,5256,1,1,180,51,1,23,1,6,6540
1,5256,1,1,180,50,1,22,1,7,6540
1,4502,1,3,180,46,1,18,1,4,6540
1,4953,1,3,180,42,1,14,1,1,6540
